Song,,Constant,Level,Note Count,Difficulty,Song ID,Notes,
Paradichlorobenzene,パラジクロロベンゼン,24.0,24,916,Expert,275,,
Hello Sekai,ハローセカイ,24.0,24,621,Expert,578,,
Panda Hero,パンダヒーロー,24.0,24,820,Expert,566,,
Viva Happy,ビバハピ,24.0,24,597,Expert,11,,
phony,フォニイ,24.0,24,1064,Expert,277,,
Fragile,フラジール,24.0,24,863,Expert,69,,
Black★Rock Shooter,ブラック★ロックシューター,24.0,24,695,Expert,238,,
Bless Your Breath,ブレス・ユア・ブレス,24.0,24,696,Expert,72,,
From Tokyo,フロムトーキョー,24.0,24,640,Expert,130,,
Boku no Kamisama,ぼくのかみさま,24.0,24,792,Expert,548,,
Bottle Cake,ボトルケーキ,24.0,24,640,Expert,394,,
Mind Brand,マインドブランド,24.0,24,1023,Expert,473,,
Mikaboshi,みかぼし,24.0,24,984,Expert,518,,
Mikumiku Ni Shiteageru [Shiteyanyo],みくみくにしてあげる♪【してやんよ】,24.0,24,739,Expert,124,,
Mirai,ミライ,24.0,24,1017,Expert,180,,
Musekinin Shuugoutai,㋰責任集合体,24.0,24,762,Expert,667,,
Melancholic,メランコリック,24.0,24,917,Expert,369,,
Melty Land Nightmare,メルティランドナイトメア,24.0,24,934,Expert,70,,
Mozaik Role (Reloaded),モザイクロール (Reloaded),24.0,24,871,Expert,477,,
Lucky☆Orb,ラッキー☆オーブ,24.0,24,802,Expert,415,,
Remote Control,リモコン,24.0,24,903,Expert,146,,
lily-lala,リリィララ,24.0,24,810,Expert,655,,
Rumor,ルーマー,24.0,24,863,Expert,490,,
ROKI,ロキ,24.0,24,827,Expert,2,,
Lost Umbrella,ロストアンブレラ,24.0,24,804,Expert,551,,
Romeo & Cinderella,ロミオとシンデレラ,24.0,24,856,Expert,121,,
The World is Mine,ワールドイズマイン,24.0,24,1248,Expert,48,,
Worldwide Wander,ワールドワイドワンダー,24.0,24,626,Expert,193,,
Wah Wah World,ワーワーワールド,24.0,24,789,Expert,77,,
Nh-Uh-Uh.,んっあっあっ。,24.0,24,742,Expert,430,,
Otome Dissection,乙女解剖,24.0,24,834,Expert,92,,
Kousenka,光線歌,24.0,24,700,Expert,634,,
The Tailor of Enbizaka,円尾坂の仕立屋,24.0,24,842,Expert,347,,
Murder Case at The Mansion of Antiquarian Books,古書屋敷殺人事件,24.0,24,823,Expert,436,,
Nameless Revolution,名も無き革命,24.0,24,995,Expert,359,,
"Ah, It's A Wonderful Cat's Life",嗚呼、素晴らしきニャン生,24.0,24,1185,Expert,346,,
Natsu ni Toumei,夏に透明,24.0,24,691,Expert,565,,
All Night Thinking of You,夜もすがら君想ふ,24.0,24,1004,Expert,255,,
Angel's Wing.,天使の翼。,24.0,24,1072,Expert,326,,
Ifuudoudou,威風堂々,24.0,24,975,Expert,95,,
Shoujo A,少女A,24.0,24,1265,Expert,666,,
Shoujo Rei,少女レイ,24.0,24,1168,Expert,169,,
Imperial Girl,帝国少女,24.0,24,962,Expert,262,,
Ghost City Tokyo,幽霊東京,24.0,24,904,Expert,102,,
Kyoufuu All Back,強風オールバック,24.0,24,714,Expert,432,,
Heart Forecast,心予報,24.0,24,909,Expert,188,,
The Servant of Evil,悪ノ召使,24.0,24,609,Expert,191,,
The Daughter of Evil,悪ノ娘,24.0,24,609,Expert,190,,
Judgement of Corruption,悪徳のジャッジメント,24.0,24,777,Expert,348,,
We are Stain Busters!,我らステインバスターズ！,24.0,24,797,Expert,400,,
weigh anchor,抜錨,24.0,24,831,Expert,458,,
Connecting the Stars,星を繋ぐ,24.0,24,753,Expert,375,,
Starry sky melody,星空のメロディー,24.0,24,713,Expert,212,,
Tokyo Summer Session,東京サマーセッション,24.0,24,892,Expert,621,,
The Transient Apple Salesgirl,林檎売りの泡沫少女,24.0,24,1009,Expert,443,,
Theatre,演劇,24.0,24,983,Expert,345,,
Roshin Yuukai (meltdown),炉心融解,24.0,24,998,Expert,179,,
Wintry Winds,番凩,24.0,24,716,Expert,403,,
The Snow White Princess is,白い雪のプリンセスは,24.0,24,1273,Expert,355,,
Gift from the Princess Who Brought Sleep,眠らせ姫からの贈り物,24.0,24,904,Expert,350,,
"I am, We are",私は、私達は,24.0,24,712,Expert,287,,
I'm the Rain,私は雨,24.0,24,823,Expert,492,,
Musunde Hiraite Rasetsu to Mukuro,結ンデ開イテ羅刹ト骸,24.0,24,826,Expert,567,,
Uninterrupted Indigo,絶え間なく藍色,24.0,24,1002,Expert,322,,
Gunjo Sanka,群青讃歌,24.0,24,711,Expert,141,,
Hana ni Kaze,花に風,24.0,24,755,Expert,537,,
"Kaben, Sore ni Matsuwaru Onsei",花弁、それにまつわる音声,24.0,24,883,Expert,638,,
Nihil-san,虚無さん,24.0,24,650,Expert,540,,
Becoming pigs yeah yeah,豚になってyeah yeah,24.0,24,705,Expert,325,,
Dance orchestra,踊れオーケストラ,24.0,24,845,Expert,240,,
Unaware Drunkard,酔いどれ知らず,24.0,24,865,Expert,441,,
Kindokei,金時計,24.0,24,747,Expert,678,,
Aoku Kakero!,青く駆けろ！,24.0,24,919,Expert,93,,
blue paint,青色絵具,24.0,24,846,Expert,232,,
Just 1db Louder,Just 1db Louder,24.0,24,628,Expert,568,,
Dream Kiss,ドリーム・キス,24.0,24,515,Expert,696,,
Jougen no Tsuki,上弦の月,24.0,24,599,Expert,658,,
Wakusei Loop,惑星ループ,24.0,24,857,Expert,690,,
Chain Girl -Re Alive-,鎖の少女-Re Alive-,24.0,24,920,Expert,698,,
Touka Suru Ondo,透過する温度,24.0,24,608,Expert,716,,
Snow Fairy Story,Snow Fairy Story,24.0,24,912,Expert,612,,
Shikakui Chikyuu wo Maruku Suru,四角い地球を丸くする,24.0,24,950,Expert,615,,
Tobidase! Wandapyoi,とびだせ！わんだぴょい,24.0,24,788,Expert,660,,
erase or zero,erase or zero,24.0,24,845,Expert,693,,
Colorful Foundation,カラフルファンデーション,24.0,24,815,Expert,683,,
Alkali Rettousei,アルカリレットウセイ,24.0,24,854,Expert,726,,
Kairai no Utsutsu,傀儡のうつつ,24.0,24,719,Expert,735,,
Daidaidaidaidai Kirai,ダイダイダイダイダイキライ,24.0,24,,Expert,722,,
Hedgehog,ヘッジホッグ,24.0,24,837,Expert,710,,
CRASH THE PARTY,CRASH THE PARTY,24.0,24,818,Expert,679,,
Who?,Who?,24.0,24,687,Expert,680,,
Hikyou Sentai Urotander,卑怯戦隊うろたんだー,24.0,24,1024,Expert,661,,
Hikaku Shoukougun,比較症候群,24.0,24,889,Expert,712,,
LOVELY♥CAVITY,,24.0,24,885,Expert,736,,
Dreamer's Beat,ドリーマーズビート,24.0,24,670,Expert,743,,
Propose,プロポーズ,24.0,24,830,Expert,734,,
Cheerleader (feat. Hatsune Miku),,24.0,24,744,Expert,762,,
Hikari no Atsume Kata,ひかりのあつめかた,24.0,24,818,Expert,757,,
All in One,オールイン・ワン,24.0,24,1029,Expert,760,,
Saika,Saika,24.0,24,875,Expert,748,,
Gimmie more!,Gimmie more!,24.0,24,721,Expert,756,,
Hikari,光,24.0,24,784,Expert,754,,
Lapse,ラプス,24.0,24,855,Expert,,758,
,,,,,,,,
Nekuratune Circus,ネクラチューンサーカス,24.0,24,1032,Hard,,hard not supported,668
Joou,嬢王,24.0,24,994,Hard,,hard not supported,465
0.0000034,0.0000034,24.0,24,1234,Hard,,hard not supported,691
Yuugen no Ran,幽玄ノ乱,24.0,24,1012,Hard,,hard not supported,708
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
「１」,「１」,23.0,23,619,Expert,132,,
living millennium,1000年生きてる,23.0,23,673,Expert,434,,
39Music!,39みゅーじっく！,23.0,23,839,Expert,45,,
Afterglow,Afterglow,23.0,23,727,Expert,309,,
alive,alive,23.0,23,804,Expert,82,,
blender,blender,23.0,23,812,Expert,404,,
Blessing,Blessing,23.0,23,859,Expert,50,,
Change me,Change me,23.0,23,1019,Expert,265,,
Color of Drops,Color of Drops,23.0,23,796,Expert,89,,
Connecting,Connecting,23.0,23,616,Expert,619,,
Copycat,Copycat,23.0,23,752,Expert,247,,
Dear,Dear,23.0,23,1032,Expert,390,,
ECHO,ECHO,23.0,23,659,Expert,100,,
flos,flos,23.0,23,694,Expert,431,,
Goodbye,Goodbye,23.0,23,734,Expert,228,,
Hand in Hand,Hand in Hand,23.0,23,809,Expert,44,,
Highlight,Highlight,23.0,23,596,Expert,263,,
Intergalactic Bound,Intergalactic Bound,23.0,23,918,Expert,464,,
Just Be Friends,Just Be Friends,23.0,23,811,Expert,27,,
MOTTO!!!,MOTTO!!!,23.0,23,881,Expert,405,,
Nostalogic,Nostalogic,23.0,23,719,Expert,13,,
on the rocks,on the rocks,23.0,23,857,Expert,86,,
On&On,On&On,23.0,23,712,Expert,426,,
Shadow Shadow,Shadow Shadow,23.0,23,601,Expert,476,,
Sharing the World,Sharing the World,23.0,23,937,Expert,318,,
Unpoison,Unpoison,23.0,23,714,Expert,527,,
Irony,アイロニ,23.0,23,861,Expert,293,,
IF,イフ,23.0,23,845,Expert,211,,
Eleventh,イレヴンス,23.0,23,677,Expert,539,,
Interviewer,インタビュア,23.0,23,1006,Expert,330,,
Tale of the Deep-sea Lily,ウミユリ海底譚,23.0,23,737,Expert,75,,
Epilogue without you,エピローグに君はいない,23.0,23,596,Expert,332,,
Envy Baby,エンヴィーベイビー,23.0,23,969,Expert,402,,
Karakuri Pierrot,からくりピエロ,23.0,23,714,Expert,147,,
Kirapipi★Kirapika,キラピピ★キラピカ,23.0,23,909,Expert,386,,
CrystalSnow,クリスタルスノウ,23.0,23,694,Expert,593,,
Saihate,サイハテ,23.0,23,840,Expert,556,,
Charles,シャルル,23.0,23,701,Expert,19,,
Strobe Last,ストロボラスト,23.0,23,725,Expert,305,,
Suresure,すれすれ,23.0,23,521,Expert,442,,
SEKAI,セカイ,23.0,23,735,Expert,76,,
Time Machine,タイムマシン,23.0,23,719,Expert,8,,
Double Lariat,ダブルラリアット,23.0,23,936,Expert,256,,
Totemoitai Itagaritai,とても痛い痛がりたい,23.0,23,817,Expert,94,,
dreamin chuchu,どりーみんチュチュ,23.0,23,873,Expert,123,,
Torinoko City,トリノコシティ,23.0,23,753,Expert,242,,
Do Re Mi Fa Rondo,ドレミファロンド ,23.0,23,690,Expert,603,,
Nomad,ノマド,23.0,23,515,Expert,189,,
The First Sound,ハジメテノオト,23.0,23,539,Expert,470,,
Happy Cheat Day,ハッピーチートデー,23.0,23,645,Expert,463,,
Fighter,ファイター,23.0,23,641,Expert,684,,
Float Planner,フロート・プランナー,23.0,23,685,Expert,295,,
Metamo Re:born,メタモリボン,23.0,23,580,Expert,209,,
Lagtrain,ラグトレイン,23.0,23,705,Expert,469,,
Lustrous,ラストラス,23.0,23,769,Expert,654,,
Lonely Universe,ロンリーユニバース,23.0,23,781,Expert,269,,
Kashika,仮死化,23.0,23,1019,Expert,267,,
Thousand Year Solo,千年の独奏歌,23.0,23,791,Expert,223,,
Waltz of the Deceased,去り人達のワルツ,23.0,23,672,Expert,192,,
Natsuya no Uta,夏夜ノ唄,23.0,23,695,Expert,519,,
Solar System Disco,太陽系デスコ,23.0,23,1018,Expert,360,,
DSCF,妄想感傷代償連盟,23.0,23,908,Expert,194,,
Yuke,征け,23.0,23,701,Expert,600,,
Shinpaku Pairing,心拍ペアリング,23.0,23,575,Expert,382,,
Heartbeat #0822,心拍数♯0822,23.0,23,675,Expert,155,,
Love is War,恋は戦争,23.0,23,1081,Expert,365,,
Because You're Here,愛されなくても君がいる,23.0,23,914,Expert,108,,
Meikyoushisui,明鏡止水,23.0,23,728,Expert,481,,
Starry Sky Orchestra,星空オーケストラ,23.0,23,1057,Expert,282,,
Deep Sea Girl,深海少女,23.0,23,867,Expert,258,,
Blazing,烈火,23.0,23,786,Expert,497,,
Neppuu,熱風,23.0,23,871,Expert,489,,
DUNE,砂の惑星,23.0,23,873,Expert,219,,
Coral,箱庭のコラル,23.0,23,862,Expert,324,,
Nouten,脳天,23.0,23,901,Expert,545,,
Hollow,虚ろを扇ぐ,23.0,23,908,Expert,280,,
City,街,23.0,23,668,Expert,217,,
Aun no Beats,阿吽のビーツ,23.0,23,802,Expert,245,,
A Moment of Sunshine,陽だまりのセツナ,23.0,23,932,Expert,314,,
New Worlds,,23.0,23,973,Expert,673,,
Ten Thousand Stars,,23.0,23,835,Expert,453,,
Unsung Melodies,,23.0,23,615,Expert,419,,
Koufukukei,幸福刑,23.0,23,773,Expert,630,,
Yuki ga Tokeru Mae ni,雪がとける前に,23.0,23,618,Expert,613,,
Pokapoka no Hoshi,ぽかぽかの星,23.0,23,783,Expert,617,,
Fondant Step,Fondant Step,23.0,23,679,Expert,618,,
Aria,アリア,23.0,23,544,Expert,720,,
Ribbon,Ribbon,23.0,23,598,Expert,717,,
Catch the Wave,Catch the Wave,23.0,23,739,Expert,699,,
shrimp miku,,23.0,23,626,Expert,725,,
Aishiteita no ni,あいしていたのに,23.0,23,550,Expert,721,,
Sekai no Arukikata,世界の歩き方,23.0,23,683,Expert,739,,
Uka,羽歌,23.0,23,714,Expert,740,,
Tabi ni Kaeru,旅に帰る,23.0,23,670,Expert,742,,
,,,,,,,,
Don't Fight The Music,Don't Fight The Music,23.0,23,1175,Hard,,hard not supported,164
the EmpErroR,the EmpErroR,23.0,23,894,Hard,,hard not supported,163
End Mark ni Kibou to Namida wo soete,エンドマークに希望と涙を添えて,23.0,23,1129,Hard,,hard not supported,162
MACHINEGUN POEM DOLL,マシンガンポエムドール,23.0,23,1154,Hard,,hard not supported,176
Memoria,メモリア,23.0,23,1324,Hard,,hard not supported,488
ARE YOU OK?,ダイジョブですか？,23.0,23,1073,Hard,,hard not supported,487
Ogyarinizer,おぎゃりないざー,23.0,23,1054,Hard,,hard not supported,486
Jinsei,人生,23.0,23,1057,Hard,,hard not supported,370
Yaminabe!!!!,ヤミナベ!!!!,23.0,23,1121,Hard,,hard not supported,329
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Passion at 25:00,25時の情熱,22.0,22,625,Expert,409,,
glow,glow,22.0,22,875,Expert,339,,
Packaged,Packaged,22.0,22,739,Expert,604,,
Tell Your World,Tell Your World,22.0,22,961,Expert,1,,
Love material,アイノマテリアル,22.0,22,643,Expert,144,,
Achikochi Date-san,あちこちデートさん,22.0,22,693,Expert,516,,
Ichi Ni no San de,いちにのさんで,22.0,22,595,Expert,292,,
Kanadetomosusora,カナデトモスソラ,22.0,22,522,Expert,149,,
"Soko ni Aru, Hikari.",そこに在る、光。,22.0,22,403,Expert,564,,
Sono E no Namae wa,その絵の名前は,22.0,22,514,Expert,597,,
Sorega Anata No Shiawase To Shitemo,それがあなたの幸せとしても,22.0,22,615,Expert,294,,
Twilight Light,トワイライトライト,22.0,22,520,Expert,384,,
Near,ニア,22.0,22,702,Expert,73,,
Hello/How Are You?,ハロ／ハワユ,22.0,22,690,Expert,66,,
Meru,メリュー,22.0,22,632,Expert,218,,
once upon a dream,ワンスアポンアドリーム,22.0,22,683,Expert,105,,
Reborn,再生,22.0,22,458,Expert,142,,
Dawn and Fireflies,夜明けと蛍,22.0,22,691,Expert,311,,
Kokoronashi,心做し,22.0,22,676,Expert,358,,
Love Trial,恋愛裁判,22.0,22,889,Expert,87,,
Blooming into the Mud,泥中に咲く,22.0,22,646,Expert,270,,
Hitorinbo Envy,独りんぼエンヴィー,22.0,22,544,Expert,74,,
Ikiru,生きる,22.0,22,536,Expert,644,,
Aioi,相生,22.0,22,879,Expert,351,,
Jishoumushoku,自傷無色,22.0,22,614,Expert,67,,
Kazatte,飾って,22.0,22,515,Expert,572,,
Kokuhaku,告白,22.0,22,588,Expert,662,,
Strata de Machiawase,ストラタでまちあわせ,22.0,22,441,Expert,738,,
SAIRAI,SAIRAI,22.0,22,601,Expert,747,,
,,,,,,,,
What's up? Pop!,What's up? Pop!,22.0,22,1175,Hard,,hard not supported,315
THE END OF HATSUNE MIKU,初音ミクの消失,22.0,22,1116,Hard,,hard not supported,49
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Where shall we go?,Where shall we go?,21.0,21,594,Expert,338,,
Anata no Sora ga Naku no Nara,あなたの空が泣くのなら,21.0,21,478,Expert,659,,
Made to Order,オーダーメイド,21.0,21,480,Expert,196,,
Layernote,レイヤーノートー,21.0,21,563,Expert,532,,
Yoka ni Mitorete,余花にみとれて,21.0,21,599,Expert,500,,
Give Me Your Night,君の夜をくれ,21.0,21,482,Expert,237,,
Mawaru Sora Usagi,回る空うさぎ,21.0,21,607,Expert,607,,
Suisei no Kuni,彗星ノ銀河,21.0,21,688,Expert,526,,
,,,,,,,,
MarbleBlue.,MarbleBlue.,21.0,21,1109,Hard,,hard not supported,449
Sage,Sage,21.0,21,956,Hard,,hard not supported,448
folern,folern,21.0,21,861,Hard,,hard not supported,447
ARQETYPE,ARQETYPE,21.0,21,723,Hard,,hard not supported,406
SANchi Chokusou,SAN値直葬,21.0,21,857,Hard,,hard not supported,647
Rotten Heresy and Chocolate,腐れ外道とチョコレゐト,21.0,21,979,Hard,,hard not supported,250
"Hatsune Kyousoukyouku Dai Ichiban ""Suisei""",初音狂奏曲第01番「彗惺」,21.0,21,910,Hard,,hard not supported,755
CHAOS,CHAOS,21.0,21,668,Hard,,hard not supported,744
ANiMA,ANiMA,21.0,21,617,Hard,,hard not supported,745